num_features,features,accuracy,time_taken,epochs
170,"['open', 'high', 'low', 'close', 'volume', 'hl2', 'hlc3', 'ohlc4', 'ema_10_close', 'sma_10_close', 'ema_20_close', 'sma_20_close', 'ema_50_close', 'sma_50_close', 'ema_100_close', 'sma_100_close', 'ema_200_close', 'sma_200_close', 'ema_10_hl2', 'sma_10_hl2', 'ema_20_hl2', 'sma_20_hl2', 'ema_50_hl2', 'sma_50_hl2', 'ema_100_hl2', 'sma_100_hl2', 'ema_200_hl2', 'sma_200_hl2', 'ema_10_hlc3', 'sma_10_hlc3', 'ema_20_hlc3', 'sma_20_hlc3', 'ema_50_hlc3', 'sma_50_hlc3', 'ema_100_hlc3', 'sma_100_hlc3', 'ema_200_hlc3', 'sma_200_hlc3', 'ema_10_ohlc4', 'sma_10_ohlc4', 'ema_20_ohlc4', 'sma_20_ohlc4', 'ema_50_ohlc4', 'sma_50_ohlc4', 'ema_100_ohlc4', 'sma_100_ohlc4', 'ema_200_ohlc4', 'sma_200_ohlc4', 'BBL_20_2.0', 'BBM_20_2.0', 'BBU_20_2.0', 'BBB_20_2.0', 'BBP_20_2.0', 'corr_close_volume', 'bbp', 'rsi_6_close', 'rsi_14_close', 'rsi_21_close', 'rsi_30_close', 'rsi_50_close', 'rsi_6_hl2', 'rsi_14_hl2', 'rsi_21_hl2', 'rsi_30_hl2', 'rsi_50_hl2', 'rsi_6_hlc3', 'rsi_14_hlc3', 'rsi_21_hlc3', 'rsi_30_hlc3', 'rsi_50_hlc3', 'rsi_6_ohlc4', 'rsi_14_ohlc4', 'rsi_21_ohlc4', 'rsi_30_ohlc4', 'rsi_50_ohlc4', 'MACD_12_26_9', 'MACDh_12_26_9', 'MACDs_12_26_9', 'STOCHRSIk_14_14_3_3', 'STOCHRSId_14_14_3_3', 'willr', 'K', 'D', 'J', 'bop', 'close_return_1', 'volume_change_1', 'momentum_1', 'rolling_mean_1', 'close_return_2', 'volume_change_2', 'momentum_2', 'rolling_mean_2', 'rolling_std_2', 'zscore_2', 'close_return_3', 'volume_change_3', 'momentum_3', 'rolling_mean_3', 'rolling_std_3', 'zscore_3', 'close_return_5', 'volume_change_5', 'momentum_5', 'rolling_mean_5', 'rolling_std_5', 'zscore_5', 'close_return_7', 'volume_change_7', 'momentum_7', 'rolling_mean_7', 'rolling_std_7', 'zscore_7', 'close_return_9', 'volume_change_9', 'momentum_9', 'rolling_mean_9', 'rolling_std_9', 'zscore_9', 'close_return_14', 'volume_change_14', 'momentum_14', 'rolling_mean_14', 'rolling_std_14', 'zscore_14', 'close_return_21', 'volume_change_21', 'momentum_21', 'rolling_mean_21', 'rolling_std_21', 'zscore_21', 'close_return_30', 'volume_change_30', 'momentum_30', 'rolling_mean_30', 'rolling_std_30', 'zscore_30', 'close_return_50', 'volume_change_50', 'momentum_50', 'rolling_mean_50', 'rolling_std_50', 'zscore_50', 'close_return_100', 'volume_change_100', 'momentum_100', 'rolling_mean_100', 'rolling_std_100', 'zscore_100', 'obv', 'pvr', 'aobv', 'ttm_trend', 'ADX_14', 'DMP_14', 'DMN_14', 'CCI_14_0.015', 'CMO_14', 'MFI_14', 'ROC_10', 'TRIX_30_9', 'TRIXs_30_9', 'UO_7_14_28', 'WMA_10', 'inc', 'dec', 'cdl_doji', 'price_range', 'body', 'range_ratio']",0.8166666666666667,209.3066439628601,113
104,"['momentum_1', 'inc', 'momentum_50', 'rolling_std_3', 'CMO_14', 'sma_10_hl2', 'rsi_14_hlc3', 'volume_change_7', 'rolling_mean_100', 'zscore_14', 'rolling_std_2', 'willr', 'bop', 'zscore_30', 'volume_change_14', 'MACDs_12_26_9', 'momentum_21', 'bbp', 'volume_change_50', 'body', 'BBU_20_2.0', 'volume_change_5', 'DMP_14', 'zscore_2', 'momentum_100', 'volume_change_100', 'zscore_9', 'range_ratio', 'zscore_50', 'momentum_9', 'rolling_std_30', 'ROC_10', 'rsi_30_hlc3', 'sma_50_hl2', 'rolling_std_9', 'rsi_21_hl2', 'rsi_30_hl2', 'volume_change_21', 'close_return_2', 'volume_change_2', 'rsi_50_hl2', 'rsi_14_close', 'rsi_14_hl2', 'dec', 'sma_50_hlc3', 'volume_change_3', 'rsi_30_ohlc4', 'rsi_6_hl2', 'D', 'rolling_std_5', 'momentum_2', 'rsi_50_ohlc4', 'close_return_1', 'close_return_3', 'rsi_21_hlc3', 'volume_change_1', 'close_return_7', 'cdl_doji', 'sma_100_hl2', 'J', 'price_range', 'MACDh_12_26_9', 'volume_change_30', 'momentum_30', 'ttm_trend', 'DMN_14', 'TRIXs_30_9', 'zscore_21', 'rsi_6_hlc3', 'rsi_6_ohlc4', 'zscore_5', 'close_return_21', 'sma_200_hlc3', 'zscore_3', 'close_return_5', 'close_return_9', 'momentum_14', 'momentum_5', 'sma_50_close', 'rsi_21_ohlc4', 'pvr', 'CCI_14_0.015', 'rolling_std_14', 'K', 'zscore_7', 'STOCHRSIk_14_14_3_3', 'volume_change_9', 'momentum_3', 'rsi_14_ohlc4', 'BBL_20_2.0', 'close_return_14', 'rsi_6_close', 'close_return_30', 'rolling_std_7', 'rsi_50_hlc3', 'UO_7_14_28', 'sma_200_hl2', 'MACD_12_26_9', 'BBP_20_2.0', 'momentum_7', 'sma_100_hlc3', 'close_return_50', 'volume', 'ADX_14']",0.7833333333333334,72.37507557868958,99
57,"['momentum_1', 'momentum_9', 'rsi_21_ohlc4', 'inc', 'rsi_50_ohlc4', 'rolling_std_30', 'close_return_1', 'close_return_3', 'CMO_14', 'rsi_21_hlc3', 'pvr', 'rsi_14_hlc3', 'close_return_7', 'CCI_14_0.015', 'rsi_30_hlc3', 'cdl_doji', 'rolling_std_9', 'J', 'rsi_21_hl2', 'K', 'zscore_7', 'STOCHRSIk_14_14_3_3', 'MACDh_12_26_9', 'rsi_30_hl2', 'zscore_14', 'close_return_2', 'ttm_trend', 'DMN_14', 'willr', 'bop', 'zscore_30', 'momentum_3', 'rsi_14_ohlc4', 'close_return_14', 'rsi_50_hl2', 'rsi_14_hl2', 'rsi_14_close', 'dec', 'rsi_6_close', 'bbp', 'zscore_21', 'rsi_6_hlc3', 'rsi_6_ohlc4', 'rsi_30_ohlc4', 'rsi_6_hl2', 'zscore_5', 'zscore_3', 'DMP_14', 'zscore_2', 'close_return_5', 'BBP_20_2.0', 'close_return_9', 'momentum_7', 'momentum_14', 'zscore_9', 'momentum_2', 'ADX_14']",0.8,77.05483555793762,112
45,"['momentum_1', 'rsi_21_ohlc4', 'inc', 'rolling_std_30', 'close_return_1', 'close_return_3', 'CMO_14', 'rsi_21_hlc3', 'pvr', 'rsi_14_hlc3', 'CCI_14_0.015', 'cdl_doji', 'rolling_std_9', 'J', 'rsi_21_hl2', 'zscore_7', 'rsi_30_hl2', 'zscore_14', 'close_return_2', 'DMN_14', 'willr', 'bop', 'zscore_30', 'momentum_3', 'rsi_14_ohlc4', 'rsi_50_hl2', 'rsi_14_hl2', 'rsi_14_close', 'dec', 'rsi_6_close', 'bbp', 'zscore_21', 'rsi_6_hlc3', 'rsi_6_ohlc4', 'rsi_30_ohlc4', 'rsi_6_hl2', 'zscore_5', 'zscore_3', 'DMP_14', 'zscore_2', 'close_return_5', 'BBP_20_2.0', 'zscore_9', 'momentum_2', 'ADX_14']",0.8666666666666667,113.86675119400024,131
39,"['momentum_1', 'rsi_21_ohlc4', 'inc', 'rolling_std_30', 'close_return_1', 'close_return_3', 'rsi_21_hlc3', 'rsi_14_hlc3', 'CCI_14_0.015', 'cdl_doji', 'rolling_std_9', 'J', 'rsi_21_hl2', 'zscore_7', 'rsi_30_hl2', 'zscore_14', 'DMN_14', 'willr', 'bop', 'zscore_30', 'momentum_3', 'rsi_14_ohlc4', 'rsi_14_hl2', 'dec', 'rsi_6_close', 'bbp', 'zscore_21', 'rsi_6_hlc3', 'rsi_6_ohlc4', 'rsi_30_ohlc4', 'rsi_6_hl2', 'zscore_5', 'zscore_3', 'DMP_14', 'zscore_2', 'BBP_20_2.0', 'zscore_9', 'momentum_2', 'ADX_14']",0.8333333333333334,15.457779169082642,132
7,"['rsi_6_hl2', 'DMP_14', 'bbp', 'BBP_20_2.0', 'rsi_6_hlc3', 'CCI_14_0.015', 'rsi_14_hl2']",0.7166666666666666,21.865017890930176,214
